sp004-000001_KS_11	अभ्यर्थ्येति
sp004-001646_KS_15	प्रलये वर्धमानसमुद्रनीरे केवलम् तस्यैव वर्तमानत्वात्
sp004-001647_KS_15	वृन्दारकाणाम् देवानाम् असुराणाम् च ये सैन्ये ते एव सागरौ समुद्रौ तयोः युगलस्य युग्मस्य
sp004-001648_KS_15	युग्मम् तु युगलम् युगम् इत्यमरः
sp004-001649_KS_15	तत्सम्बन्धी क्रोषणः मुखरः कोलाहलः कलकलः बहलः
sp004-001650_KS_15	अत एव शैलसम्बन्धिनीनाम् उत्तालाः उच्चतालवृक्षसहिताः याः तट्यः सैकतानि
sp004-001651_KS_15	श्रृङ्गाणीति यावत्
sp004-001652_KS_15	तासाम् विघट्टने स्फोटने पटुः समर्थः
sp004-001653_KS_15	अथ एव ब्रह्माण्डे न कुक्षिम् भरति तथोक्तश्च बभूव
sp004-001654_KS_15	शार्दूलविक्रीडितम् वृत्तम्
sp004-001655_KS_15	सूर्याश्वैः मसजस्तताः सगुरवः शार्दूलविक्रीडितम् इति लक्षणात्
sp004-001656_KS_15	इति श्रीपर्वणीकर उपनामक श्रीलक्ष्मणभट्टात्मज सतीगर्भसम्भव श्रीसीतारामकविविरचितया सञ्जीविनीसमाख्यया
sp004-001657_KS_15	व्याख्यया समेतः श्रीकालिदासकृतौ कुमारसम्भवे महाकाव्ये सुरासुरसैन्यसङ्घट्टो
sp004-001658_KS_15	नाम पञ्चदशः सर्गः
sp004-001659_KS_16	अथेति
sp004-001660_KS_16	अथ सुरासुरसम्मेलनानन्तरम्
sp004-001661_KS_16	भयङ्करैः भयम् उत्पादयद्भिः
sp004-001662_KS_16	अन्योन्यम् परस्परम् विमुक्तानि प्रहर्तुम् विसृष्टानि
sp004-001663_KS_16	अस्त्रशस्त्राणाम् शरादिमोहनादीनाम् जालानि समूहाः तैः कृत्वा
sp004-001664_KS_16	सुनासीरः इन्द्रः सुरारिः तारकः तयोः बले सैन्ये तयोः
sp004-001665_KS_16	बलम् गन्धरसे रूपे स्थामनि स्थौल्यसैन्ययोः इति विश्वः
sp004-001666_KS_16	महत् घोरम् युद्धम् सङ्ग्रामः आसीत् बभूव
sp004-001667_KS_16	सर्गेऽस्मिन् वृत्तम् अनुष्टुप्
sp004-001668_KS_16	पत्तिरिति
sp004-001669_KS_16	पत्तिः पादचारी पत्तिम् पादचारिणम्
sp004-001670_KS_16	रथी रथारुढः रथिनम् रथारुढम्
sp004-001671_KS_16	तुरङ्गस्थः अश्ववाहः तुरङ्गस्थम् अश्ववाहम्
sp004-001672_KS_16	दन्तिनि गजे स्थितः दन्तिस्थम् गजारोहम्
sp004-001673_KS_16	रणाय रणम् कर्तुम् अभीयाय सम्मुखम् अगमत्
sp004-001674_KS_16	अत्र प्रत्येकम् क्रियासम्बन्धः विधेयः
sp004-001675_KS_16	अन्यथा वहुत्वप्रसङ्गः
sp004-001676_KS_16	युद्धायेति
sp004-001677_KS_16	इतरेतरम् परस्परम् युद्धाय युद्धम् कर्तुम् धीरम् गम्भीरम् यथा तथा धावताम्
sp004-001678_KS_16	विद्रवताम् वीराणाम् योद्धॄणाम् नामानि कुलाधीशाः कुलस्वामिनः
sp004-001679_KS_16	कुलप्रदीपाः इति यावत्
sp004-001680_KS_16	अनेन स्वात्मविद्यायाम् अतिप्रावीण्यम् व्यज्यते
sp004-001681_KS_16	वैतालिकाः वन्दिनः
sp004-001682_KS_16	अलम् भूषणम्
sp004-001683_KS_16	शोभेति यावत्
sp004-001684_KS_16	यथा स्यात् तथा उदाहरन् ऊचुः
sp004-001685_KS_16	अयम् अमुकसञ्ज्ञकः वीरः धावति अयम् अमुकसञ्ज्ञकः वीरः धावति
sp004-001686_KS_16	इत्येवम्भूतम् जगदुः इत्यर्थः
sp004-001687_KS_16	आत्मपरावबोधार्थम् इति भावः
sp004-001688_KS_16	पठतामिति
sp004-001689_KS_16	प्रवीराः प्रकृष्टयोद्धारः विक्रमावलीम् पराक्रमसमाहारम् पठताम् स्तुवताम् साधु पराक्रान्तम् साधु पराक्रान्तम् इति वदताम्
sp004-001690_KS_16	वन्दिवृन्दानाम् वैतालिकसमूहानाम् पुरः अग्रे चित्तानि मनांसि क्षणम् विलम्ब्य ददुः
sp004-001691_KS_16	यतः युद्धोत्सुकाः समरोत्कण्ठिताः
sp004-001692_KS_16	समरोत्कण्ठितमनोज्ञताभावः न श्रवणेन्द्रियस्य केवलस्य इव अर्थबोधासम्भवात्
sp004-001693_KS_16	सङ्ग्रामेति
sp004-001694_KS_16	सङ्ग्रामानन्देन समरोत्साहेन वर्धिष्णौ वृद्धिशीले अत एव पुलकाञ्चिते रोमाञ्चव्याप्ते
sp004-001695_KS_16	मिथः मिलताम् सङ्गच्छमानानाम् वीराणाम् योद्धॄणाम् विग्रहे शरीरे
sp004-001696_KS_16	जातौ एकवचनम्
sp004-001697_KS_16	कवचानाम् वारणानाम् विच्छेदः विभेदः आसीत्
sp004-001698_KS_16	निर्दयमिति
sp004-001699_KS_16	निर्दयम् निष्कृपम् खड्गभिन्नेभ्यः करवालविदीर्णेभ्यः कवचेभ्यः सकाशात्
sp004-001700_KS_16	समुत्थितैः उड्डयितैः तूलैः कार्पासैः
sp004-001701_KS_16	तूलः पिचौ भवेत्तूलम् ब्रह्मदारुविहायसोः इति विश्वः
sp004-001702_KS_16	पलितैरिव जराजनित शुक्लत्वैरिव
sp004-001703_KS_16	पलितम् जरसा शौक्ल्यम् इत्यमरः
sp004-001704_KS_16	व्योमसहिताः दिशः पाण्डुराः श्वेताः आसन्
sp004-001705_KS_16	उत्प्रेक्षया कवचविच्छेदेऽपि वीराणाम् युद्धविषयकः उत्साहः न विच्छिन्नः इति ध्वन्यते
sp004-001706_KS_16	अतः अलङ्कारेण वस्तुध्वनिः
sp004-001707_KS_16	खड्गा इति
sp004-001708_KS_16	रुधिरेण संलिप्ताः
sp004-001709_KS_16	तथा इतस्ततः चण्डांशुकरैः सूर्यकिरणव्यतिकरैः भासुराः
sp004-001710_KS_16	चमत्कुर्वन्तः वीराणाम् खड्गाः विद्युताम् तडिताम् वैभवम् सादृश्यम् ददुः
sp004-001711_KS_16	तद्वत् शुशुभिरे इत्यर्थः
sp004-001712_KS_16	अत्र उपमया खड्गानाम् वीरकरसम्पर्कजनितपरिकम्पचमत्कारकारित्वम् ध्वन्यते
sp004-001713_KS_16	अथः अत्रापि अलङ्कारेण वस्तुध्वनिः
sp004-001714_KS_16	तथा वीरकरसम्पर्कजनित परिकम्पचमत्कारकारित्वरूपव्यङ्ग्येन
sp004-001715_KS_16	प्रतिद्वन्द्विविहननजनित द्विगुणोत्साहवत्त्वम् च व्यज्यते
sp004-001716_KS_16	विसृजन्त इति
sp004-001717_KS_16	रुष्टैः सुभटैः शोभनयोद्धृभिः विसृष्टाः विमुक्ताः शराः बाणाः
sp004-001718_KS_16	मुखैः अग्रैः ज्वालाः उल्काः विसृजन्तः मुञ्चन्तः
sp004-001719_KS_16	अत एव भीमाः भयानकाः भुजङ्गमाः इव इत्युत्प्रेक्षा
sp004-001720_KS_16	व्योम कर्म
sp004-001721_KS_16	व्यानशिरे व्यापुः
sp004-001722_KS_16	अत्र सुभटकर्तृकविसर्जनव्यापारपूर्वकव्योमव्याप्त्या प्राग्भाविताविशिष्टशत्रुविग्रहभेदनम् ध्वन्यते
sp004-001723_KS_16	अन्यथा व्योमव्याप्तिमात्रस्यैव विवक्षितत्वेन व्यापृतेः व्यर्थत्वम् उद्भाव्येत
sp004-001724_KS_16	तेनात्र वस्तुना वस्तुध्वनिः
sp004-001725_KS_16	बाढमिति
sp004-001726_KS_16	मिथः अन्योन्यम् दूरम् अतिशयेन निघ्नताम् प्रहरताम्
sp004-001727_KS_16	धन्विनाम् धनुर्धारिणाम् वपूंषि गात्राणि बाढम् गाढम्
sp004-001728_KS_16	दृढमिति यावत्
sp004-001729_KS_16	निर्भिद्यापि अशोणितमुखाः शोणितसाहित्यराहित्यवन्ति मुखानि अग्राणि
sp004-001730_KS_16	येषाम् ते आशुगाः बाणाः भूमिम् प्राविशन् प्रविष्टाः
sp004-001731_KS_16	अत्र विभेदकापि शोणितमुखाः इति विरोधाभासालङ्कारेण
sp004-001732_KS_16	बाणानाम् अतिशीघ्रगामित्वरूपवस्तुध्वनिः
sp004-001733_KS_16	न च शीघ्रमेव व्यञ्जनीयमिति वाच्यम्
sp004-001734_KS_16	आशुगाः इत्यनेनैव तदभिहितत्वात्
sp004-001735_KS_16	निर्भिद्येति
sp004-001736_KS_16	आहवोत्सवे सङ्ग्रामरूप उत्सवे प्रीतानाम् प्रवरयोधानाम् अतिश्रेष्ठयोद्धॄणाम् सम्बन्धिनः
sp004-001737_KS_16	आशुगाः बाणाः दन्तिनः गजात् निर्भिद्य भेदयित्वा पूर्वम् पातयामासुः
sp004-001738_KS_16	पश्चात्स्वयमपि पेतुः
sp004-001739_KS_16	अत्र वाक्यार्थरूपवस्तुना प्राणापहारकम् तेषाम् अतितैक्ष्ण्यम् वस्तु ध्वन्यते इति वस्तुना वस्तुध्वनिः
sp004-001740_KS_16	ज्वलदिति
sp004-001741_KS_16	ज्वलदग्निमुखैः प्रज्वलद्वह्निसहिताग्रैः
sp004-001742_KS_16	तथा इतरेतरम् परस्परम् नीरन्ध्रैः निर्गतावकाशैः
sp004-001743_KS_16	परस्परसङ्घट्टितैरिति तात्पर्यार्थः
sp004-001744_KS_16	बाणैः शरैः
sp004-001745_KS_16	उच्चैः अतिशयितम् यथा तथा कीर्णे व्याप्ते व्योम्नि
sp004-001746_KS_16	वैमानिकाः विमानचारिणः देवाः विष्णवादयः दूरम् अपासरन् दुद्रुवुः
sp004-001747_KS_16	आत्मशरीरसम्बन्धशङ्काकुलत्वात् इति भावः
sp004-001748_KS_16	विभिन्नमिति
sp004-001749_KS_16	धन्विनाम् बाणैः विभिन्नम् विदीर्णम्
sp004-001750_KS_16	अत एव व्यथार्तम् पीडया दुःखितम्
sp004-001751_KS_16	अत एव विह्वलम्
sp004-001752_KS_16	इतिकर्तव्यताविस्मरणाश्रयम् इत्यर्थः
sp004-001753_KS_16	व्योम नभः श्येनप्रतिरवस्य पक्षिविशेषप्रतिध्वनेः छलात् मिषेण
sp004-001754_KS_16	विरसम् कठोरम् यथा तथा ररासेव रुरोद इव इत्युत्प्रेक्षालङ्कारः
sp004-001755_KS_16	चापैरिति
sp004-001756_KS_16	आकर्णम् कर्णपर्यन्तम् आकृष्टैः रणैषिणाम् योद्धॄणाम् सम्बन्धिभिः चापैः धनुर्भिः
sp004-001757_KS_16	विमुक्ताः विसृष्टाः आशुगाः शराः रुधिरास्वादे लुब्धाः लम्पटा इव दूरम् अधावन् विद्रुताः
sp004-001758_KS_16	लम्पटोपि भोजनास्वादाय द्रुतम् पलायते तद्वत्
sp004-001759_KS_16	गृहीता इति
sp004-001760_KS_16	आजौ सङ्ग्रामे वीरैः कर्तृभिः
sp004-001761_KS_16	पाणिभिः गृहीताः
sp004-001762_KS_16	तथा विकोशाः
sp004-001763_KS_16	कोशरहिताः
sp004-001764_KS_16	कोशोऽस्त्री कुड्मले पाले दिव्यखड्गापिधानके इति मेदिनी
sp004-001765_KS_16	खड्गराजयः करवालपङ्क्तयः कान्तिजालच्छलात् द्युतिसमूहकैतवेन सम्मदात् वीराणामपि
sp004-001766_KS_16	शत्रुविघातसाधने वयमेव यथोचिताः तथा नान्ये इति प्रमोदात् व्यहसन्निव जहसुरिव इत्युत्प्रेक्षा
sp004-001767_KS_16	खड्गा इति
sp004-001768_KS_16	शोणितेसन्दिग्धाः रुधिरसंलिप्ताः
sp004-001769_KS_16	तथा वीरपाणिषु नृत्यन्तः खड्गाः
sp004-001770_KS_16	रजसा घने सान्द्रे
sp004-001771_KS_16	तथा अनन्ते अपारे रणे विद्युताम् वैभवम् दधुः
sp004-001772_KS_16	तद्वत् शूशुभिरे इत्यर्थः
sp004-001773_KS_16	अत्र पदार्थवृत्तिनिदर्शनालङ्कारः
sp004-001774_KS_16	कुन्ता इति
sp004-001775_KS_16	रणाङ्गणे सङ्ग्रामचत्वरे चण्डम् प्रचण्डम् यथा तथा उल्लसन्तः दीप्यमानाः कुन्ताः प्रासाः
sp004-001776_KS_16	भल्लाः इति यावत्
sp004-001777_KS_16	कुन्तः प्रासे चण्डभावे क्षुद्रजन्तौ गवेधुके इति विश्वः
sp004-001778_KS_16	लेलिहानाः पुनः पुनः अतिशयेन वा लिहन्ति ते लेलिहानाः
sp004-001779_KS_16	आस्वादयन्तः इत्यर्थः
sp004-001780_KS_16	लिहेः यङन्तात् शानच्
sp004-001781_KS_16	यमस्य जिह्वाभोगाः रसनारूपयन्त्राणीव
sp004-001782_KS_16	आभोगो वरुणच्छित्त्रे पूर्णतायन्त्रयोरपि इति विश्वः
sp004-001783_KS_16	चकाशिरे दिद्युतिरे
sp004-001784_KS_16	प्रज्वलदिति
sp004-001785_KS_16	प्रज्वलत् प्रदीप्यमानम् कान्तिचक्रम् द्युतिमण्डलम् येषाम् तानि
sp004-001786_KS_16	तथा चण्डाम् शुमण्डलस्य सूर्यमण्डलस्य श्रीरिव श्रीः शोभा येषाम् तानि
sp004-001787_KS_16	वराः श्रेष्ठाः ये चक्रिणः योधाः तेषाम् सम्बन्धीनि चक्राणि आयुधविशेषाः
sp004-001788_KS_16	चक्रो गणे चक्रवाके चक्रम् सैन्यरथाङ्गयोः
sp004-001789_KS_16	ग्रामजाले कुलालस्य भाण्डे राष्ट्रास्त्रयोरपि इति विश्वः
sp004-001790_KS_16	रणव्योमनि सङ्ग्रामरूपगगने बभ्रमुः
sp004-001791_KS_16	वा जॄभ्रमुत्रसाम् इति एत्वाभ्यासलोपयोः विकल्पः
sp004-001792_KS_16	अथ व्याख्यानान्तरम्
sp004-001793_KS_16	वरचक्रिणाम् वराणाम् वीराणाम् ये चक्रिणः रथाः तेषाम् चक्राणि अङ्गानि रणव्योमनि बभ्रमुः
sp004-001794_KS_16	विशेषणद्वयम् उभयत्रापि समानम्
sp004-001795_KS_16	केचिदिति
sp004-001796_KS_16	अभ्युपेयुषाम् सम्मुखम् आगतवताम् वीराणाम् धीरैः गम्भीरैः प्रणादैः गर्जितैः
sp004-001797_KS_16	केचिद्वीराः क्षोभतः चित्तसञ्चलनाद्धेतोः वाहात् अश्वात् निपेतुः मुमूर्च्छुः
sp004-001798_KS_16	अपरे केचित् मदात् गर्वात् मुमुहुः
sp004-001799_KS_16	चेतनाविरहिताः बभूवुः इत्यर्थः
sp004-001800_KS_16	कश्चिदिति
sp004-001801_KS_16	कश्चिद्वीरः जिघांसौ हन्तुमिच्छौ वीरे अभ्यागते सम्मुखम् आगते सति
sp004-001802_KS_16	मुदम् आदधौ प्रससाद
sp004-001803_KS_16	अथ च क्षुब्धे एतदीयप्रहारक्षुभिते अत एव परावृत्य गते तु विषसाद खिन्नः अभूत्
sp004-001804_KS_16	यतः आहवप्रियः सङ्ग्रामप्रियः
sp004-001805_KS_16	वीराणाम् प्रतिद्वन्द्विसम्मुखागमनमेव प्रीतिजनकम् भवति इति भावः
sp004-001806_KS_16	बहुभिरिति
sp004-001807_KS_16	रणे उल्बणाः उद्भटाः केऽपि योधाः रणे सङ्ग्रामे बहुभिः सह
sp004-001808_KS_16	युद्ध्वा परिभ्रम्य वा तानुद्दिश्य उपेयुः युद्धार्थम् अभिजग्मुः
sp004-001809_KS_16	ये पूर्वम् वृताः अङ्गीकृताः यैः सह पूर्वम् अयोधि पुनरपि तैरेव सह योद्धुम् जग्मुः इत्यर्थः
sp004-001810_KS_16	अभित इति
sp004-001811_KS_16	भुजादण्डेषु यः रोम्णाम् उद्गमः तम् बिभ्रति तथाभूताः भटाः योधाः कर्तारः
sp004-001812_KS_16	रणस्य सङ्ग्रामस्य मदेन उद्धतान्
sp004-001813_KS_16	अत एव योद्धुम् अभितः अभ्यागतान् वीरान्
sp004-001814_KS_16	आलोक्य इति शेषः
sp004-001815_KS_16	प्रत्यनन्दन् अहृष्यन्
sp004-001816_KS_16	शस्त्रेति
sp004-001817_KS_16	शस्त्रैः भिन्नाः विदीर्णाः ये इभकुम्भाः गजगण्डस्थलानि
sp004-001818_KS_16	कुम्भः स्यात्कुम्भकर्णस्य सुते वेश्यापतौ घटे
sp004-001819_KS_16	राशिभेदे द्विपाङ्गे च इति विश्वः
sp004-001820_KS_16	तेभ्यः अधश्च्युतानि मौक्तिकानि कर्तॄणि
sp004-001821_KS_16	अध्याहवक्षेत्रम् अधिसङ्ग्रामकेदारम्
sp004-001822_KS_16	उप्तम्
sp004-001823_KS_16	डुवप् बीजसन्ताने इत्यतः निष्ठा
sp004-001824_KS_16	यत्कीर्तिबीजम् यशोरूपमहीरुहबीजम् तस्य अङ्कुरः तस्य श्रियम् शोभाम्
sp004-001825_KS_16	दधुः इति शेषः
sp004-001826_KS_16	वीराणामिति
sp004-001827_KS_16	रणे विषमैः दुःसहैः वीराणाम् घोषैः विद्रुताः पलायिताः
sp004-001828_KS_16	वारणाः गजाः शास्यमानाः शिष्यमाणा अपि
sp004-001829_KS_16	यन्तृभिः इति शेषः
sp004-001830_KS_16	धूताङ्कुशाः अपमानिताङ्कुशाः सन्तः त्रासात् दिशो भेजुः
sp004-001831_KS_16	तॄफलभज इति एत्वाभ्यासलोपौ दिशः प्रति पलायाञ्चक्रिरे
sp004-001832_KS_16	रण इति
sp004-001833_KS_16	रणे सङ्ग्रामे बाणगणैः शत्रुशरनिकरैः भिन्नयोधिनः विदीर्णयन्तारः
sp004-001834_KS_16	अत एव स्वयमपि भिन्नाः अत एव भ्रमन्तः महागजाः
sp004-001835_KS_16	मिलन्त्यः संयुजन्त्यः याः रक्तस्य निम्नगाः नद्यः तासु निममज्जुः
sp004-001836_KS_16	अपार इति
sp004-001837_KS_16	उच्चैस्तरेष्वपि रथेषु अपारे अगाधे असृक् सरित्पूरे
sp004-001838_KS_16	रुधिरनदीप्रवाहे मज्जत्सु सत्सु रथिनः रथारोहाः क्रद्धाः
sp004-001839_KS_16	अत एव हुङ्कृतैः भीषयन्तः इति शेषः
sp004-001840_KS_16	अभिरिपुम् शत्रुसम्मुखम् शरान् व्यसृजन् तत्यजुः
sp004-001841_KS_16	खड्गेति
sp004-001842_KS_16	खड्गनिर्लूनमूर्धानः करवालकृत्तशिरसः
sp004-001843_KS_16	अत एव वाजिनः अश्वात् व्यापतन्तः अपि असिना खड्गेन दारितान् विदीर्णान् अरीन् प्रथमम् पातयामासुः
sp004-001844_KS_16	पुनः स्वयम् पेतुः इति शेषः
sp004-001845_KS_16	अत्र दारयित्वासिना रिपून् इति पाठः साधीयान्
sp004-001846_KS_16	वीराणामिति
sp004-001847_KS_16	शस्त्रभिन्नानि अत एव निपतन्त्यपि दन्तैः दष्टाः पीडिताः ये ओष्ठाः अधराः तैः
sp004-001848_KS_16	भीमानि घोराणि वीराणाम् शिरांसि क्रुधा अभिरिपुम् वैरिसम्मुखम् अधावन्
sp004-001849_KS_16	शिरांसीति
sp004-001850_KS_16	अर्धचन्द्रहृतानि अर्धचन्द्राकारबाणकर्तितानि वरयोधानाम् शिरांसि
sp004-001851_KS_16	पादैः आदधानाः गृह्णन्तः श्येनाः पक्षिविशेषाः
sp004-001852_KS_16	भृशम् अतिशयेन नभः व्यानशिरे व्यापुः
sp004-001853_KS_16	सर्वस्मिन्नेव नभसि श्येननीतमस्तकान्येव जातानि इति भावः
sp004-001854_KS_16	क्रोधादिति
sp004-001855_KS_16	पदातयः पद्गतयः अश्वारोहाश्च क्रोधाद्धेतोः अभ्यापतताम् सम्मुखम् आगच्छताम्
sp004-001856_KS_16	दन्तिनाम् दन्तेषु आरुढाः सन्तः प्रासैः कुन्तैः गजारोहप्राणान् यन्तॄणाम् असून् अपाहरन्
sp004-001857_KS_16	शस्त्रेति
sp004-001858_KS_16	शस्त्रैः छिन्नाः गजारोहाः येषाम् अत एव इतस्ततः विभ्रमन्तः
sp004-001859_KS_16	गजाः युगान्तवातैः प्रलयप्रभञ्जनैः चालिताः उत्पातिताः शैला इव बभुः शुशुभिरे
sp004-001860_KS_16	मिलितेष्विति
sp004-001861_KS_16	योद्धुम् मिलितेषु दन्तिषु
sp004-001862_KS_16	आरुढाः इति शेषः
sp004-001863_KS_16	भटाः मिथः अन्योन्यम् युद्ध्यमानाः प्रसभम् बलात् शस्त्रैः कृत्वा परस्परम् प्राणान् अगृह्णन्
sp004-001864_KS_16	रुषेति
sp004-001865_KS_16	रुषा क्रोधेन मिथः अन्योन्यम् मिलताम् दन्तिनाम् ये दन्ताः तेषाम् सङ्घर्षात् जातः अनलः
sp004-001866_KS_16	अग्निः अरिभिः वैरिभिः शस्त्रैः हृताः प्राणाः येषाम् तान् योधान् सहसा अकस्मात् अदहत् पुप्लोष
sp004-001867_KS_16	आक्षिप्ता इति
sp004-001868_KS_16	परम् अतिशयितम् कोपनैः क्रुद्धैः दन्तीन्द्रैः आक्षिप्ता अपि
sp004-001869_KS_16	आक्षेप्तुम् शुण्डेन गृहीता अपि इत्यर्थः
sp004-001870_KS_16	पत्तयः पादचारिणः स्वस्य प्रभोः पुरः खड्गाघातैः तदसून् दन्तीन्द्रप्राणान् अहरन् जगृहुः
sp004-001871_KS_16	उत्क्षिप्येति
sp004-001872_KS_16	करिभिः उत्क्षिप्य उत्थाप्य दिवि दूरान्मुक्तानाम् योधिनाम् जीवात्मभिः जिवैः प्राणैरिति यावत्
sp004-001873_KS_16	दिव्याः स्वर्गियाः गतिः प्रापि
sp004-001874_KS_16	विग्रहैः देहैः मही वा प्रापि प्राप्ता
sp004-001875_KS_16	कर्मणि लुङ्
sp004-001876_KS_16	खड्गैरिति
sp004-001877_KS_16	भटाः योधाः धवलधारालैः धवलाम् धाराम् लान्ति गृह्णन्ति तैः
sp004-001878_KS_16	शुभ्रधारैः इत्यर्थः
sp004-001879_KS_16	अद्वितीयैः खड्गैः कृत्वा भुवा पृथिव्या समम् विद्धान् प्रहृतान् करिणाम् करान्
sp004-001880_KS_16	शुण्डादण्डान् निहत्यापि लवित्वापि सन्तोषम् तृप्तिम् न ययुः
sp004-001881_KS_16	अन्यानपि निहन्मीति बुद्धिमन्तो बभूवुः इत्यर्थः
sp004-001882_KS_16	आक्षिप्येति
sp004-001883_KS_16	करिभिः कर्तृभिः
sp004-001884_KS_16	करैः दण्डैः कृत्वा आक्षिप्य उत्थाप्य अभिदिवम्
sp004-001885_KS_16	आकाशसम्मुखम् नीताः प्रापिताः पत्तयः पादचारिणः रक्ताभिः
sp004-001886_KS_16	अनुरक्ताभिः दिव्याङ्गनाभिः द्रुतम् शीघ्रम् आदातुम् ग्रहीतुम् ईषिरे इष्टा बभूवुः
sp004-001887_KS_16	अहमेतान् ग्रहीष्यामि अहमेतान् ग्रहीष्यामि इति त्वरिता बभूवुः
sp004-001888_KS_16	धन्विन इति
sp004-001889_KS_16	तुरगारुढाः धन्विनः धनुर्धारिणः योधाः शरैः क्षतान्
sp004-001890_KS_16	अत एव मूर्च्छितान् गजारोहान् यन्तॄन्
sp004-001891_KS_16	भूयः अपि पुनरपि योद्धुम् आश्वसतः जीवतः एतादृशान् चिरम् प्रत्यैच्छन्
sp004-001892_KS_16	प्रतीक्षन्ते स्म इत्यर्थः
sp004-001893_KS_16	क्रुद्धस्येति
sp004-001894_KS_16	पत्तिः पादचारी काश्चित् योधः क्रुद्धस्य अत एव जिघृक्षोः
sp004-001895_KS_16	गृहीतुम् इच्छोः दन्तिनः करम् दन्तयोः अधोभागम्
sp004-001896_KS_16	असिना निर्भिद्याच्छित्वा जिघृक्षया प्रत्युत
sp004-001897_KS_16	तस्यैव ग्रहीतुम् इच्छया दन्तमुसलौ आरुरोह आरुढवान्
sp004-001898_KS_16	खड्गेनेति
sp004-001899_KS_16	प्रातिपक्ष्ये शत्रुसम्बन्धिनि सैन्ये प्रविष्टोऽपि पदातिः पादचारी दन्तिनः गजस्य
sp004-001900_KS_16	रदनद्वयम् दन्तद्वयम् खड्गेन कृत्वा मूलतः मूलात् हत्वा भित्त्वा द्रुतम् निरगात् निश्चक्राम
sp004-001901_KS_16	शत्रुसैन्यप्रविष्टस्य मरणमेव ध्रुवम्
sp004-001902_KS_16	तदस्य विपरीतम् अभूत् इति अपिना द्योत्यते
sp004-001903_KS_16	करेणेति
sp004-001904_KS_16	कोपिना क्रुद्धेन करिणा दन्तिना कर्त्रा
sp004-001905_KS_16	करेण कृत्वा सुतराम् गृहीतोऽपि वीरः असिना खड्गेन तस्यैव करिणः एव असून् प्राणान् जहार हृतवान्
sp004-001906_KS_16	स्वयम् अक्षतः अभूत्
sp004-001907_KS_16	तुरङ्गीति
sp004-001908_KS_16	तुरङ्गी अश्वारोहः कश्चित् योद्धा तुरगारुढम् अश्ववारम् प्रासेन कुन्तेन
sp004-001909_KS_16	वक्षसि आहत्य ताडयित्वा पततः तस्य आश्ववारस्य
sp004-001910_KS_16	कर्तृकम् स्वके आत्मीये हृदि प्रासघातम् कुन्तक्षतम् नाज्ञासीत् न विजज्ञे
sp004-001911_KS_16	तदीय पतनज आनन्दस्य उद्वेलत्वात् इति भावः
sp004-001912_KS_16	द्विषेति
sp004-001913_KS_16	द्विषा शत्रुणा प्रासेन कृत्वा हृतप्राणः मारितः
sp004-001914_KS_16	तथा वाजिपृष्ठे अश्वपृष्ठभागे दृढासनः
sp004-001915_KS_16	प्राक् दृढासनत्वात् मृतत्वे दृढत्वम् युक्तम्
sp004-001916_KS_16	तथा हस्त उद्धृतः महाप्रासः येन तथाभूतः कश्चित् जीवन्निव भुवि अभ्रमत्
sp004-001917_KS_16	अश्वभ्रमणवशात् भ्रमन् शवः अशव इव लक्षितः इति भावः
sp004-001918_KS_16	तुरङ्गेति
sp004-001919_KS_16	अबद्धोऽपि अनिरुद्धोऽपि महावाजी महान् अश्वः
sp004-001920_KS_16	साश्रुणी सबाष्पे नयने यस्य तथाभूतः सन्
sp004-001921_KS_16	शस्त्रहृतप्राणम् अत एव भुवि गतम् तुरङ्गसादिनम् अश्ववारम् नात्यजत् न जहौ
sp004-001922_KS_16	किन्तु तज्जीवनम् अपेक्षमाणः तत्रैव तस्थौ इत्यर्थः
sp004-001923_KS_16	भल्लेनेति
sp004-001924_KS_16	रिपुणा कर्त्रा
sp004-001925_KS_16	शितधारेण तीक्ष्णधारेण भल्लेन भिन्नोऽपि विदारितोऽपि अश्वगः
sp004-001926_KS_16	तुरङ्गगामी कोपतः क्रोधवशात् नामूर्च्छत् न मुह्यति स्म
sp004-001927_KS_16	किन्तु प्रपतन्नपि अश्वात् अधः स्रंसमानोऽपि रिपुम् हन्तुम् इयेष ऐच्छत्
sp004-001928_KS_16	मिथ इति
sp004-001929_KS_16	मिथः अन्योन्यम् प्रासेन आहतौ
sp004-001930_KS_16	अत एव वाजिभ्याम् सकाशात् च्युतौ अधः पतितौ
sp004-001931_KS_16	अत एव भूमिम् गतौ कौचित् योधौ रुषा युतौ सन्तौ शस्त्र्या खड्गपुत्र्या युयुधतुः युयुधाते
sp004-001932_KS_16	अथ च केशाकेशि केशेषु केशेषु गृहीत्वा प्रवृत्तम् यत् युद्धम्
sp004-001933_KS_16	भुजाभ्याम् भुजाभ्याम् प्रहृत्य प्रवृत्तम् यद्युद्धम् तत् अभूत्
sp004-001934_KS_16	तत्र तेनेदमिति सरूपे इति सूत्रेण समासः
sp004-001935_KS_16	रथिन इति
sp004-001936_KS_16	रथिभिः रथारोहैः कर्तृभिः
sp004-001937_KS_16	बाणैः कृत्वा हृतप्राणाः तथा दृढासनाः क्षतम् नष्टम् कार्मुकसन्धानम्
sp004-001938_KS_16	धनुःसज्जीकरणम् येषाम् एवम्भूताः रथिनः रथारोहाः
sp004-001939_KS_16	सप्राणाः इव जीवन्तः इव मेनिरे मताः
